mmsi,timestamp,lat,lon,speed,time_diff,suspicious_gap,is_fishing,previous_fishing,next_fishing,hidden_fishing,geometry,on_land,cluster
120589441,2024-01-04 04:13:00,43.7341746518552,-2.187594024959157,3.02,140.0,True,True,True,True,True,POINT (-2.187594024959157 43.7341746518552),False,-1
120589441,2024-01-05 01:51:00,34.40277648850037,33.53311706815248,11.28,193.0,True,False,True,True,True,POINT (33.53311706815248 34.40277648850037),False,-1
120589441,2024-01-18 02:24:00,35.68747862085041,23.94189225535937,9.06,90.0,True,False,True,True,True,POINT (23.94189225535937 35.68747862085041),False,-1
120589441,2024-01-24 03:56:00,33.497116774510104,12.564903186220526,13.17,63.0,True,False,True,True,True,POINT (12.564903186220526 33.497116774510104),False,-1
120589441,2024-01-31 00:44:00,44.258463129979454,-4.282125570387972,11.29,131.0,True,False,True,True,True,POINT (-4.282125570387972 44.258463129979454),False,-1
120589441,2024-02-09 17:34:00,40.016674308077015,0.9102770993822746,3.13,178.0,True,True,True,True,True,POINT (0.9102770993822746 40.016674308077015),False,-1
120589441,2024-02-11 00:00:00,44.71551779353026,13.37147435392729,13.13,194.0,True,False,True,True,True,POINT (13.37147435392729 44.71551779353026),False,-1
120589441,2024-02-27 01:21:00,33.98885321500853,29.567508219632508,5.11,79.0,True,False,True,True,True,POINT (29.567508219632508 33.98885321500853),False,-1
120589441,2024-03-01 08:55:00,41.5531418791075,11.660458438210188,11.99,173.0,True,False,True,True,True,POINT (11.660458438210188 41.5531418791075),False,-1
120589441,2024-03-01 20:14:00,37.073926980719314,22.886500417114025,2.12,83.0,True,True,True,True,True,POINT (22.886500417114025 37.073926980719314),False,-1
120589441,2024-03-05 15:38:00,39.04021538235528,7.046083464433712,2.19,114.0,True,True,True,True,True,POINT (7.046083464433712 39.04021538235528),False,-1
120589441,2024-03-14 23:55:00,34.07366432459385,11.34289238883042,2.15,196.0,True,True,True,True,True,POINT (11.34289238883042 34.07366432459385),False,1
120589441,2024-03-15 01:04:00,35.73236715832752,26.44701550005755,2.73,69.0,True,True,True,True,True,POINT (26.44701550005755 35.73236715832752),False,-1
120589441,2024-03-31 21:26:00,34.882699499687,29.97965807405812,3.25,150.0,True,True,True,True,True,POINT (29.97965807405812 34.882699499687),False,-1
120589441,2024-04-06 11:48:00,38.39837634433704,16.81229829413906,9.29,43.0,True,False,True,True,True,POINT (16.81229829413906 38.39837634433704),False,-1
120589441,2024-04-16 12:55:00,41.42821753038128,30.0146320234436,14.59,63.0,True,False,True,True,True,POINT (30.0146320234436 41.42821753038128),False,-1
120589441,2024-04-25 20:03:00,37.29424717680018,11.62752432673891,2.7,71.0,True,True,True,True,True,POINT (11.62752432673891 37.29424717680018),False,-1
120589441,2024-04-25 21:03:00,37.10512762505088,0.7853488122846786,3.69,60.0,True,True,True,True,True,POINT (0.7853488122846786 37.10512762505088),False,-1
120589441,2024-04-30 04:21:00,40.04573116849595,17.702250594061073,3.23,176.0,True,True,True,True,True,POINT (17.702250594061073 40.04573116849595),False,-1
120589441,2024-04-30 06:49:00,33.73769792447964,34.05283438655464,2.09,148.0,True,True,True,True,True,POINT (34.05283438655464 33.73769792447964),False,-1
120589441,2024-05-01 09:24:00,38.771586092196046,1.6137064647024353,3.02,88.0,True,True,True,True,True,POINT (1.6137064647024353 38.771586092196046),False,-1
120589441,2024-05-08 20:01:00,35.5128805673992,-4.5170250722476775,14.97,210.0,True,False,True,True,True,POINT (-4.5170250722476775 35.5128805673992),False,-1
133477006,2024-01-05 17:34:00,34.37483173132361,22.22495446450965,10.95,141.0,True,False,True,True,True,POINT (22.22495446450965 34.37483173132361),False,-1
133477006,2024-01-09 00:36:00,35.79348513783842,13.849658596660074,11.35,143.0,True,False,True,True,True,POINT (13.849658596660074 35.79348513783842),False,-1
133477006,2024-01-20 08:47:00,39.23494182121463,3.519958854581408,11.96,202.0,True,False,True,True,True,POINT (3.519958854581408 39.23494182121463),False,-1
133477006,2024-01-31 11:00:00,34.622913107578604,15.934102427733276,11.23,166.0,True,False,True,True,True,POINT (15.934102427733276 34.622913107578604),False,-1
133477006,2024-02-04 01:17:00,35.048428058133375,31.014980196705125,2.14,79.0,True,True,True,True,True,POINT (31.014980196705125 35.048428058133375),False,-1
133477006,2024-02-04 03:13:00,40.35385827010668,18.72270743415357,3.1,116.0,True,True,True,True,True,POINT (18.72270743415357 40.35385827010668),False,-1
133477006,2024-02-06 06:22:00,33.144556619203165,31.60564132568584,5.39,105.0,True,False,True,True,True,POINT (31.60564132568584 33.144556619203165),False,-1
133477006,2024-02-09 03:49:00,39.77941878742882,2.517567081641566,10.63,35.0,True,False,True,True,True,POINT (2.517567081641566 39.77941878742882),False,-1
133477006,2024-02-10 10:20:00,37.97054630714166,26.08734092961521,9.71,190.0,True,False,True,True,True,POINT (26.08734092961521 37.97054630714166),False,-1
133477006,2024-02-13 01:57:00,34.106099742573285,34.10349898296285,2.26,135.0,True,True,True,True,True,POINT (34.10349898296285 34.106099742573285),False,-1
133477006,2024-02-15 04:11:00,39.63749702847038,25.35501335263506,11.93,43.0,True,False,True,True,True,POINT (25.35501335263506 39.63749702847038),False,-1
133477006,2024-02-19 11:38:00,37.35033167960847,17.363501165139198,5.9,61.0,True,False,True,True,True,POINT (17.363501165139198 37.35033167960847),False,-1
133477006,2024-02-25 16:37:00,34.13916635598747,34.09283940299465,12.45,132.0,True,False,True,True,True,POINT (34.09283940299465 34.13916635598747),False,-1
133477006,2024-03-16 21:27:00,33.32559869841679,34.82757027984535,13.13,201.0,True,False,True,True,True,POINT (34.82757027984535 33.32559869841679),False,-1
133477006,2024-03-21 01:12:00,35.61210038110695,24.75638696077138,11.96,88.0,True,False,True,True,True,POINT (24.75638696077138 35.61210038110695),False,-1
133477006,2024-03-24 06:54:00,35.9915067497865,11.825699844460818,12.56,198.0,True,False,True,True,True,POINT (11.825699844460818 35.9915067497865),False,-1
133477006,2024-03-26 16:01:00,37.6615180919359,8.507580229409303,8.31,64.0,True,False,True,True,True,POINT (8.507580229409303 37.6615180919359),False,-1
133477006,2024-03-27 06:37:00,35.07719589486366,24.68900487597404,10.01,95.0,True,False,True,True,True,POINT (24.68900487597404 35.07719589486366),False,-1
133477006,2024-04-12 17:16:00,39.787738588617465,0.8245259871655515,3.41,109.0,True,True,True,True,True,POINT (0.8245259871655515 39.787738588617465),False,-1
133477006,2024-05-04 19:31:00,43.37869430107254,7.944872455276107,5.4,110.0,True,False,True,True,True,POINT (7.944872455276107 43.37869430107254),False,-1
133477006,2024-05-06 02:41:00,36.52340308103672,19.977035228478663,3.04,112.0,True,True,True,True,True,POINT (19.977035228478663 36.52340308103672),False,-1
155183357,2024-02-03 00:48:00,39.09535477198858,4.464465143137019,3.03,208.0,True,True,True,True,True,POINT (4.464465143137019 39.09535477198858),False,-1
155183357,2024-02-09 03:51:00,34.78684910183915,30.920693296061412,10.24,93.0,True,False,True,True,True,POINT (30.920693296061412 34.78684910183915),False,-1
155183357,2024-02-10 21:39:00,35.43072081521331,19.162724713016505,12.41,114.0,True,False,True,True,True,POINT (19.162724713016505 35.43072081521331),False,-1
155183357,2024-02-19 11:01:00,42.021404755733215,5.123452111277311,2.03,199.0,True,True,True,True,True,POINT (5.123452111277311 42.021404755733215),False,-1
155183357,2024-02-20 05:31:00,33.29194584693898,19.12300545163609,14.85,115.0,True,False,True,True,True,POINT (19.12300545163609 33.29194584693898),False,-1
155183357,2024-02-20 09:29:00,41.03897966966042,12.134514665295164,3.13,122.0,True,True,True,True,True,POINT (12.134514665295164 41.03897966966042),False,-1
155183357,2024-03-11 14:12:00,43.58006371165705,30.4166970062314,5.01,130.0,True,False,True,True,True,POINT (30.4166970062314 43.58006371165705),False,-1
155183357,2024-03-11 18:12:00,41.65796491888169,19.22520285889496,14.52,103.0,True,False,True,True,True,POINT (19.22520285889496 41.65796491888169),False,-1
155183357,2024-03-15 02:04:00,38.428380840174384,5.520729473974928,11.06,52.0,True,False,True,True,True,POINT (5.520729473974928 38.428380840174384),False,-1
155183357,2024-03-21 04:28:00,38.95011723945144,11.241038079791643,7.12,114.0,True,False,True,True,True,POINT (11.241038079791643 38.95011723945144),False,-1
155183357,2024-03-21 09:16:00,33.33469544278088,20.165377826079485,3.69,186.0,True,True,True,True,True,POINT (20.165377826079485 33.33469544278088),False,-1
155183357,2024-03-31 04:21:00,35.64861729167746,26.47251027230714,10.24,125.0,True,False,True,True,True,POINT (26.47251027230714 35.64861729167746),False,-1
155183357,2024-04-05 10:41:00,43.9382185657238,9.658290840675964,5.03,134.0,True,False,True,True,True,POINT (9.658290840675964 43.9382185657238),False,-1
155183357,2024-04-14 03:32:00,35.92483994433372,28.42409602269685,2.21,73.0,True,True,True,True,True,POINT (28.42409602269685 35.92483994433372),False,-1
155183357,2024-04-30 04:01:00,36.57593022227823,12.254185226023818,12.1,199.0,True,False,True,True,True,POINT (12.254185226023818 36.57593022227823),False,-1
